"COP","country","ID","title","date","source","text"
"COP26","Ireland","COP26_Ireland357","Planet's issues 'revolve around social injustice, exploitation'","Irish Examiner"," ","A delegation of Irish doctors attending the UN Cop26 climate change summit in Glasgow said it ""became abundantly clear how many planetary health issues revolve around social injustice, exploitation, and disregard for indigenous groups"".Irish Doctors for the Environment (IDE) members said that the contrast in climate justice between Western people and indigenous peoples was striking, despite indigenous people being key in the global biodiversity crisis that has put at risk thousands of species of flora and fauna in recent decades.""While indigenous peoples make up 5% of the global population, they are the guardians of 80% of our biodiversity that our ecosystems and our own lives depend upon,"" IDE said after attending Cop26, as well as the protest marches in the city centre, away from the Scottish Event Campus that 25,000 delegates attended.IDE is a group of medical professionals in Ireland that is focused on promoting and sustaining the health of people through environmental improvements.Its delegation included orthopaedic spinal surgeon, Dr Derek Cawley; consultant psychiatrist and IDE consultant board member, Dr Jeanette Golden; consultant chemical pathologist Ana Rakovac; chartered physiotherapist Maca Hourihane; and GP Dr Sean Owens.Climate change is a real and present health crisis, IDE said.""Having years of experience in advocating for planetary health and an understanding of how our health depends on complex natural systems, the delegation travelled to Glasgow for one pressing reason,"" IDE said. ""Cumulative emissions have pushed several planetary tipping points to their limit: We need to stop emitting now.""A tipping point for humans, animals, and plant life was approximately 15 years away without urgent action, the delegation said.""We have, perhaps, only 10-15 years of summer Arctic ice left before the polar regions, which are warming faster than anywhere else on the planet, go from global-cooling to global-warming mechanisms,"" IDE said. ""This is a catastrophic tipping point. Due to accumulated ocean carbon dioxide, we have limited coral remaining, which supports 90% of marine species.""There is a concurrent crash in global biodiversity - which underpins human life - on land. This is also a catastrophic tipping point.""And we are pushing the Amazon from being a carbon sink to a carbon source.""This, too, is a catastrophic tipping point, and there are more tipping points for planetary and human health,"" IDE said.Meanwhile, a lobby group that includes Irish advocates, and which is calling for more sustainable fishing practices, addressed Cop26 delegates.Jointly organised by Our Fish and Open Seas, leading marine biologists, economists, NGOs, and political representatives called for acknowledgement by governments of the critical role played by the ocean in adressing the climate crisis.Rashid Sumaila, Killam professor at the University of British Columbia, Vancouver, said: ""While countries are promising to cut emissions, one of our biggest carbon stores, the ocean, is still not being counted or taken care of.""Emissions from the fishing industry are not included in nations' climate action plans, which is a massive missed opportunity, Professor Sumaila said.\l"
"COP26","Ireland","COP26_Ireland358","Protesting climate change more important than missing class","Irish Examiner"," ","The response on Friday from the British government to the burgeoning anger of young people over the destruction of the environment was ample evidence that this generation of political and social leaders just does not get it.Thousands of people from all over Britain and beyond, including Ireland, did not come to Glasgow's chilly November streets for a party or a fun day out, they came to tell global powerbrokers that enough was enough.Cop26 actually translated into clear, decisive action.UK education secretary Nadhim Zahawi's response to the palpable anger? That those taking part could face fines.""I have to say, I wish they were doing it on a Saturday and a Sunday, not in school time. I'd hate to get into a situation where headteachers and teachers are having to fine families and students,"" he told Radio Times.Even in a country where politicians have a spectacular ability to misjudge the mood of the next generation of voters, this was a doozy.It's been a long time coming, and politicians the world over must realise that anger over climate change peril will not abate, but will grow stronger and stronger as Cop26 rolls into Cop27 and Cop28.Because environmentalists have heard it all before - the dramatic speeches, the ""this time it's going to be different"" l"
"COP26","Ireland","COP26_Ireland359","Record greenhouse gas concentrations pushing Earth into 'uncharted territory', report shows","November 1, 2021 Monday","The Irish Times","Record atmospheric greenhouse gas concentrations and associated accumulated heat ""have propelled the planet into uncharted territory, with far-reaching repercussions for current and future generations"", the World Meteorological Organisation (WMO) warned yesterday.The past seven years are on track to be the seven warmest on record, according to the provisional WMO State of the Global Climate 2021 report. The report will inform Cop26 negotiations over the next fortnight.Data for the first nine months of the year, on which the report is based, shows a temporary cooling ""La Ni\'f1a"" event which means 2021 is expected to be ""only"" the fifth to seventh warmest year on record. ""But this does not negate or reverse the long-term trend of rising temperatures,"" the report states. Global sea level rise accelerated since 2013 to a new high in 2021, with continued ocean warming and ocean acidification.The report combines input from United Nations agencies, national meteorological and hydrological services and scientists. It highlights impacts on food security, population displacement and crucial ecosystems that are undermining progress towards the UN sustainable development goals.""The report draws from the latest scientific evidence to show how our planet is changing before our eyes. From the ocean depths to mountain tops, from melting glaciers to relentless extreme weather events, ecosystems and communities around the globe are being devastated. Cop26 must be a turning point for people and planet,"" said UN secretary-general Ant\'f3nio Guterres.""Scientists are clear on the facts. Now leaders need to be just as clear in their actions. The door is open; the solutions are there. must be a turning point. We must act now - with ambition and solidarity - to safeguard our future and save humanity,"" Mr Guterres said.Warming impacts WMO secretary general Prof Petteri Taalas summed up the unprecedented warming effects on the planet: ""It rained - rather than snowed - for the first time on record at the peak of the Greenland ice sheet. Canadian glaciers suffered rapid melting. A heatwave in Canada and adjacent parts of the USA pushed temperatures to nearly 50 degrees in a village in British Columbia. ""Death Valley, California, reached 54.4 degrees during one of multiple heatwaves, whilst many parts of the Mediterranean experienced record temperatures. Exceptional heat was often accompanied by devastating fires."" ""A second successive year of drought in sub-tropical South America reduced the flow of mighty river basins and hit agriculture, transport and energy production,"" Prof Taalas added. ""Extreme events are the new norm. There is mounting scientific evidence that some of these bear the footprint of human-induced climate change.""He said at the current rate of emissions' increase we will see a temperature rise by the end of this century far in excess of the Paris Agreement targets of 1.5 to 2 degrees above pre-industrial levels. ""Cop26 is a make-or-break opportunity to put us back on track.""Snapshot The provisional report provides a snapshot of climate indicators such as greenhouse gas concentrations, temperatures, extreme weather, sea level, ocean warming and ocean acidification, glacier retreat and ice melt, as well as socio-economic impacts. It is one of the flagship scientific reports that will inform negotiations by almost 200 states in the coming days.Reacting to the WMO data, Prof Hannah Cloke of the University of Reading said: ""As a scientist primarily studying floods and heatwaves, I believe 2021 should stand out as something of an annus horribilis. Devastating floods in Europe, China and South America, and killer heatwaves and fires in North America and southern Europe, for example, ought to serve as a canary in the coal mine to spur faster action to adapt society to the reality of a changing climate."" She added: ""We should remember this canary also represents thousands of unnecessary deaths and billions of dollars' worth of destruction.""\l"
"COP26","Ireland","COP26_Ireland360","Experts hail 'momentum' towards a deal after pledges to cut carbon","November 3, 2021 Wednesday","Belfast Telegraph","UPBEAT climate experts are hailing ""momentum"" towards a deal to halt runaway climate change, after a series of carbon-cutting announcements at the Cop26 summit.They are echoing Boris Johnson who said he is now ""cautiously optimistic"" that the global temperature rise can be limited to 1.5C - just days after lashing out at world leaders for their lack of action.The mood has shifted after India's breakthrough pledge to take one billion tonnes of CO2 out of the atmosphere by 2030 and the agreement to halt deforestation across most of the globe.Those moves were bolstered, on Tuesday, by almost 100 countries committing to slash methane emissions by 30% - and a deal to hand $8.5bn to South Africa to help it ditch coal as a fuel source.Before leaving Glasgow, Mr Johnson used a favourite football analogy to say the world is no longer 1-5 down in the fight against the climate emergency, but is making ""progress"".""We've pulled back a goal, or perhaps even two, and I think we are going to be able to take this thing to extra-time,"" the prime minister told a Press conference.Significantly, Rachel Kyte, a former United Nations climate change special envoy, echoed that view, saying: ""It's very clear, by mid-afternoon of the second day, that there is momentum.""If we can carry this forward for the next 10 days, it puts us in a better place than we thought we would be coming in.""Mohamed Nasheed, the respected former Maldives president and a UN 'Champion of Earth' was even more bullish, saying: ""When you add up all the numbers, I believe that 1.5C is now reachable.""Cop26 government officials are also encouraged by Vietnam's pledge to reach net zero carbon emissions by 2050, believing it will put pressure on China to move further and faster.Despite the blow of Chinese premier Xi Jinping staying away, his envoy in Glasgow - Xie Zhenhua - is praised for being highly-committed and hard-working.But all involved know they still face a herculean task to strike an agreement to achieve only a 1.5C rise, with 2.1C forecast even if all pre-Cop26 commitments are kept.Just 7.5% of predicted annual greenhouse gas emissions would be chopped off by 2030 - far from the 47% reduction that is needed, the UN warned.Ed Miliband, Labour's shadow business secretary, poured scorn on Mr Johnson's comments, saying: ""For all the prime minister's fantasy football, we're still a very long way behind.""There has been some progress, but the next 10 days needs to move beyond the pre-packaged announcements. We need a real negotiation to secure the concrete plans for this decisive decade to keep 1.5\'b0C alive.""\l"
"COP26","Ireland","COP26_Ireland361","Countries must step up and face their ace their responsibilities in Glasgow","November 3, 2021 Wednesday","Belfast Telegraph","CLIMATE summits like Cop26 are a test of leaders' mettle.In every corner of the globe, the climate crisis is definitely upon us.We have even seen trains taking delegates and activists to Glasgow for the Cop26 climate summit being cancelled due to extreme heavy rain in the north of England.All of this is proof that radical climate action is urgently needed, and that leaders must step up and face their responsibilities in Glasgow.Six years ago, real ambition and leadership was shown at Cop21 in Paris, but we remain dangerously off track from meeting those commitments to keep global temperatures to 1.5C.The Glasgow summit should have taken place last year, but was delayed due to the Covid-19 pandemic. This postponement was understandable, but makes it even more important now for heads of state and ministers to act with real urgency.We are standing on the precipice of a climate catastrophe.Unless Cop26Crucially, the world's leading industrialised countries - including the United Kingdom as Cop president - need to repair the trust deficit that has been worsened by the lack of solidarity and vaccine inequity that been accepted by richer nations.Inaction and insularity in the face of the climate crisis risk wreaking even greater damage on our planet and the multilateral system.Even at this late hour, there are still worrying signs that rich countries have not grasped the seriousness of what is at stake.The failure to honour the promise of $100bn made to developing countries made more than a decade ago bodes ill for the talks ahead.The Elders fully support the approach of the Climate Vulnerable Forum, who are calling for a package of $600bn by 2025 to make up for this missed target.We need a change of mindset across the board in international politics, finance, business and civil society - one that enables us to ""keep 1.5 alive"".This is a matter of climate justice. Those who have contributed the least to global warming are suffering the direst consequences, while the rich polluters are still failing to take seriously their responsibilities at a political and financial level. We have wasted too much time in the six years since Paris.The policies we need to cut emissions have been fitful, inconsistent and uncoordinated.The big question leaders must reckon with in Glasgow is whether their national plans add up to what is needed - and if not, how they will close the remaining gap.The difference between 1.5C and 2C of global heating is huge - it would mean 420 million more people exposed to extreme, potentially lethal heatwaves, and tens, if not hundreds of millions more people will be thrown into poverty. As Cop26 host, the UK has a particular responsibility to lead by example and galvanise all delegations into radical ambition, but this demands consistency, coherence and credibility.Reports that the UK is classifying its allocation of special drawing rights from the IMF as overseas aid, rather than using this money to increase its overall aid budget, have further damaged trust. Reversing this step would make a crucial difference to the political dynamics in Glasgow as negotiations get under way.I hope that the UK's leaders, and all others gathered in Glasgow in the weeks ahead, will not shirk this moment.They should heed the words of Nelson Mandela, the founder of The Elders: ""It always seems impossible until it is done.""Mary Robinson is a former president of Ireland and chair of The Elders independent group of global leaders \£9 THE INDEPENDENT'The policies we need to cut emissions have been fitful, inconsistent and uncoordinated. '\l"
"COP26","Ireland","COP26_Ireland362","It's more of the same old blah, blah, blah; Letters","November 14, 2021","Sunday Independent","Sir - The COP26I am certainly not hopeful that much will change as a result of the gathering of politicians and lobby groups at the star-studded summit. Perhaps it is age or perhaps I have seen too many conferences - but I have become cynical, very cynical.The Glasgow summit reminds me of nothing so much as the religious retreats we were sent on back in secondary school. For several days we vowed to give up our auld sins, go to mass every Sunday and generally dedicate our lives to God. Though there were always the few hard men who either didn't go or rubbished the whole God thing. But within a week of the retreat ending, the vast majority of us had drifted back to our old wicked ways. I think it's called human nature.I have little doubt that something similar will happen following COP26.The practicalities involved in keeping their promises will dawn on world leaders, the everyday demands of keeping voters happy will kick in - and we will go back to our old wicked ways.And there are many countries who have no intention of making changes in the first place. Countries whose entire wealth is solely based on extracting fossil fuels.It's sad to say, but we all have a powerful addiction to our comfortable lifestyles.But because it is also human nature to hope for the best, I will try to do my bit to live a more sustainable lifestyle, reduce my carbon footprint and try not to damage our shared environment.But as I sit here writing, the messages coming from Glasgow are not encouraging.David Orford, Portarlington, Co Laois\l"
"COP26","Ireland","COP26_Ireland363","Business Telegraph","November 2, 2021 Tuesday","Belfast Telegraph","HYPERLINK http://www.belfasttelegraph.co.uk/businesswww.belfasttelegraph.co.uk/businessBusinessTuesday November 2 2021Stormont must change Climate conference has huge implications for households across Northern Ireland Page6US tech firm will be the first tenant in City Quays 3 Aflac is taking two floors at Belfast soon-to-be-completed office buildingMulgrewUS tech firm looks set to be one of the first tenants at Belfast's flagship \£350m City Quays 3 office scheme, Business TelegraphThe Wrightbus Hydrol"
"COP26","Ireland","COP26_Ireland364","US and China announce surprise 'joint declaration' to tackle climate crisis","November 10, 2021 Wednesday 8:27 PM GMT","BreakingNews.ie","The world's two biggest emitters must help show the way on climate action, John Kerry has said as the US and China announced joint plans to boost efforts in the 2020s.In a move that could boost momentum going into the final 48 hours of the Cop26 talks, the two countries released a ""joint Glasgow declaration on enhancing climate action in the 2020s"" setting out how they would work together to cut emissions.The statement - which appears to have taken the UK hosts of the summit by surprise - recognises the urgency and seriousness of the climate crisis and the need to increase action to meet the goals of the Paris Agreement to limit temperature rises to ""well below"" 2 degrees Celsius of warming or to 1.5 degrees.AdvertisementMr Kerry, who is the US climate envoy, said the statement commits to a series of important actions ""during this decade when it is needed"".That includes working together to limit the powerful greenhouse gas methane, setting out the need to phase down unabated coal in this decade, as fast as is achievable, supporting successful Cop26 talks and both countries agreeing to enforce their respective laws on deforestation, he said.Mr Kerry said: ""The United States and China have no shortage of differences, but on climate, co-operation is the only way to get this job done.""This is not a discretionary thing, frankly, this is science, it's maths and physics that dictate the road that we have to travel. And we cannot reach our goals unless all of us work together.""Every country, China and the United States particularly, as the two largest emitters in the world, both have to help show the way.""We need to raise ambition and we need to take action in this decisive decade.""Mr Xie said: ""We will jointly strengthen climate action and cooperation with respect to our national situations and circumstances to accelerate a green and low carbon transition.""He said: ""Climate change is a common challenge shared by humanity, it bears on the wellbeing of future generations.Advertisement""Now climate change is becoming increasingly urgent and severe, (turning) it from a future challenge to an existential crisis.""He continued: ""In the area of climate change, there is more agreement between China and the US than divergence, making it an area with huge potential for future cooperation.""We are two days away from the end of the Glasgow Cop so we are hopeful that this joint declaration can make China and the US's contribution to the success of Cop26.""Boris Johnson's climate spokeswoman has welcomed the joint declaration to fight global warming but said time would be needed to consider the details.Allegra Stratton told Channel 4 News: ""Clearly it is welcome that the world's two biggest emitters have decided to work together to bring down carbon emissions.""But you will have to give us time to digest the detail of what they are calling their declaration.""\l"
"COP26","Ireland","COP26_Ireland365","Mallon signs Executive up to zero emissions vow at summit","November 11, 2021 Thursday","Belfast Telegraph","THE Infrastructure Minister signed up to plans to accelerate the transition to 100% new zero-emission vehicle sales at Cop26 yesterday.SDLP MLA Nichola Mallon signed the Glasgow Declaration on Zero-Emission Cars and Vans on behalf of the entire Stormont Executive.A first draft of a deal for the climate change summit also emerged, calling on countries to strengthen their emissions-cutting plans in the next year in a bid to keep a goal to limit warming to 1.5C within reach.It also calls for faster phasing out of coal and subsidies for fossil fuels - a first for a UN deal - but there is likely to be strong resistance to this from some countries and it could be taken out of any final agreement.Developing countries and campaigners have also raised concerns over the provision of finance for poorer nations to cope with the impact of climate change.The draft ""cover decision"", the final version of which must be agreed by a consensus of nearly 200 countries at the Glasgow summit, was published as Prime Minister Boris Johnson headed back to the talks as they entered their final days.Ms Mallon said the declaration on zero emissions was ""a critical announcement for governments, businesses and other organisa- tions with an influence over the future of the automotive industry and road transport"".Cop26 declaration on accelerating the transition to 100% zero-emission cars and vans,"" she added.""Together, we are committing to rapidly accelerating the transition to zero-emission vehicles to achieve the goals of the Paris Agreement by agreeing that we will work towards all sales of new cars and vans being zero emission by no later than 2035.""Across these islands, we have already seen significant innovation in transport decarbonisation, specifically in relation to zero-emission vehicles. Key investment in innovative projects is delivering new vehicle and infrastructure technologies.""These projects are providing economic benefits such as job creation and are unlocking private investment to support new technologies to come to market.""Scientists have warned that keeping temperature rises to 1.5C - beyond which the worst impacts of climate change will begin to be felt - requires global emissions to be cut by 45% by 2030 and to zero overall by mid-century, but countries' plans for this decade leave the world well off track.The draft deal was published after analysis warned that existing plans for this decade put the world on track for 2.4C of warming - well above the goals internationally agreed in the Paris accord to curb temperature rises to ""well below"" 2C and to try and limit them to 1.5C.Cop26 president Alok Sharma has made it clear that there is no attempt to renegotiate the Paris Agreement, but the draft document says the impact of climate change will be much lower with 1.5C of warming than 2C.It ""resolves to pursue efforts to limit temperature rises to 1.5C"", which will require more action this decade.The draft urges countries to ""revisit and strengthen"" the targets for cutting emissions by 2030 in their national plans to align them with the Paris temperature goal, which still covers both numbers, by the end of 2022.The document published yesterday also urged countries to set out their long-term strategies by the end of next year to reach net-zero emissions by about mid-century.\l"
"COP26","Ireland","COP26_Ireland366","Webb telescope","December 28, 2021 Tuesday","The Irish Times","Sir, - The successful launch of the Webb telescope adds another significant achievement to the long list of technological milestones in humanity's recent evolution (""New Nasa telescope launched on journey 'back to the birth of the universe'"", Onl"
"COP26","Ireland","COP26_Ireland367","QUIZ","Irish Examiner"," ","1 The COP26 was held in Glasgow last month, but what does COP stand for?2 Johnny Sexton won his 100th cap for Ireland against which country?3 Christmas Island in the Indian Ocean is a territory of which country?4 Bob Cratchit and Tiny Tim are characters in which Charles Dickens story?5 Football manager, Diego Simeone, was born in which country?6 What was the birthname of actor Michael Keaton. Was it Michael Caine or Michael Douglas?7 Which of these has the largest number of playing pieces, backgammon or scrabble?8 What nationality is Rivaldo who played for Barcelona in 2002?9 How many days in December?10 Rosalynn Smith is the wife of which former US President?11 Which country annually sends a Christmas tree to be erected in London's Trafalgar Square?12 What is your starsign if you were born on Christmas Day?13 Who is this country's Chief Medical Officer?14 'Do They Know It's Christmas' was sung for Band Aid in what year?15 In the song, Twelve Days of Christmas, how many ladies were dancing?16 Alphabetically, which of Santa's reindeers comes first?17 Eric Adams is to become the Mayor of which US city in January, 2022?18 What birds are most popular on Christmas cards?20 Who is pictured here?\l"
"COP26","Ireland","COP26_Ireland368","Robinson accuses major emitters of blocking progress; Chair of the Elders points fingers at countries who could secure a better deal","November 11, 2021 Thursday","The Irish Times","The chair of the Elders Mary Robinson has pointed the finger at countries who can help secure a more ambitious outcome at Cop26 but are not pushing for it sufficiently - and accused some of the world's major carbon emitters of blocking progress.""Some of the leaders at Cop26 who could do most are not in crisis mode,"" the former president said in media interviews.In contrast, she said poorer countries, notably those in the Climate Vulnerable Forum, were ""in crisis mindset"" and seeking a meaningful outcome.She warned global leaders: ""This is on your watch . . . It's so important. We are literally talking about having a safe future. You can't negotiate with science. You can't talk about a glass being half-full. We have to get it down. We have to be on track to 1.5 degrees, and it is doable.""Speaking to The Irish Times, she identified Saudi Arabia, Russia, Brazil, China and Australia as having not made sufficient commitments, and often being the main blockers to progress - though she accepted China often under-promised but over-performed, which was the opposite to many countries in the western world including Ireland.Mrs Robinson accused Saudi Arabia of ""playing dirty games"" in taking language out of a lot of texts, which included ""the language of youth, human rights, gender, equality, sustainability"", because not enough countries were in the negotiating room.Crisis mode ""Australia, a wealthy country, is still in fossil fuels mode, not in crisis mode,"" she said.She added countries who were members of the High Ambition Coalition, which includes the EU and now the US, should highlight shortcomings in the draft text, ""which is not actually aligning us with 1.5 [degrees].""In other developments, Ireland has backed international declarations on transport which will facilitate accelerated decarbonisation of road transport, shipping and aviation over the next 20 years. The endorsements at Cop26 - to make commitments on zero-emission cars, reducing fossil fuels in aviation and ""green shipping lanes"" - are all consistent with Ireland's ambitions across these modes of transport as set out in the Government's new climate action plan, Minister for the Environment Eamon Ryan said. Zero emissions A UK-sponsored declaration commits to accelerating the transition to 100 per cent zero-emission cars and vans, and calls on automotive manufacturers, businesses, financial investors and governments to work towards all sales of new cars and vans being zero-emissions by 2040, or by 2035, in leading markets.The Minister announced EUR 60 million is to be provided for community climate action projects across Ireland and the launch of a new national dialogue on climate action.The funding is to ""support and empower communities to shape and build low-carbon, sustainable communities in a coherent way"". Possible projects might include community EV charging points, small renewable energy projects, community EVs, cycle parking, repair hubs and community biodiversity gardens, he said.The Minister also launched a new national dialogue on climate action. It will facilitate public engagement, participation, community action, networking and capacity-building activities relating to climate action. \l"
"COP26","Ireland","COP26_Ireland369","CNN anchor mocked for tweeting about covering summit... from Edinburgh","November 2, 2021 Tuesday","Irish News","A CNN anchor has been teased on social media after tweeting thathe was reporting on the Cop26 from Edinburgh, rather than Glasgow where the summit is being held.One of the US network\' s most recognisable frontmen, Wolf Blitzer, posted an image of himself in front of Edinburgh Castle yesterday as he prepared to report on the United Nations Climate Change Conference.COP26 Climate Summit. Fellow Twitter users were quick to correct the broadcaster, who has been with the cable news network for over 30 years, with some posters taking the opportunity to mock him and CNN for appearing to have made an error, while others defended the tweet.An official account for high street optician chain SpecSavers wrote in response:  Should\' ve gone to Glasgow, while British author and comedian James Felton replied:  Forgive me if I get my information from a news organization that managed to go to the right city. Belfast author Adrian McKinty later posted:  2 hours have gone by and this still hasn\' t been corrected or deleted? Not a good look CNN. However, several users defended Mr Blitzer\' s tweet, including Craig McBeth, who said:  He is correct and making perfect sense. Events are happening and delegates are hosted all over the central belt and beyond. \l"
"COP26","Ireland","COP26_Ireland370","Most countries to experience extreme heat, study says","January 8, 2022 Saturday","Irish Daily Mail","ALMOST every country on Earth could experience extremely hot years every other year by 2030, according to new research highlighting the outsized contribution of emissions from the world's major polluters.The researchers found that 92% of 165 countries studied are expected to experience extremely hot annual temperatures, defined as a once-in-100-year hot year in the pre-industrial era, every two years.The modelling study combined data on historical emissions and pledges made before the COP26 climate summit for cuts from the top five emitters - China, the US, the EU, India and Russia - to make regional warming predictions by 2030.Speaking about the findings, Alexander Nauels of Climate Analytics, who coauthored the study published in the journalCommunications Earth & Environment, told AFP: 'It just really shows the urgency and how we're heading into a world that is just so much hotter for everybody.'Lead author Lea Beusch, of the Institute for Atmospheric and Climate Science at ETH Zurich university, said the study found £ clear imprint' of the actions of top emitters on the regional scale. 'This is I think very important, because we usually talk about these abstract quantities of emissions, or global temperatures, which we know about, but we can't really feel,' she said.The researchers found the biggest impact in terms of the frequency of extremely hot years in tropical Africa.However, the authors of the study also stressed that the prediction for the frequency of extreme years could be changed if countries significantly step up efforts to cut pollution.\l"
"COP26","Ireland","COP26_Ireland371","We're not too small to make a difference in the fight for our planet; NI needs to be positioned as part of the solution to climate crisis","November 4, 2021 Thursday","Belfast Telegraph","BOTH expectations and emotions were running high at the beginning of Cop26 this week, and understandably so. The stakes are stacked for world leaders gathered in Glasgow. In days leading up to the climate conference, U.S. climate envoy John Kerry commented that the Glasgow summit represented the ""last best hope for the world to get its act together"".World leaders will not only set the agenda for national and international climate commitments, but also the direction of our futures.While many were highly sceptical of Cop26 before the conference had even began, as a young climate activist I have engaged in these climate negotiations as a stubborn Coptimist.#COPtimism is a hashtag trending on social media, spreading a message of hope while driving a desire for engagement, contribution, and commitment from world leaders at Cop26. Let me assure you that this is not a blind hope. #COPtimism represents both an acknowledgement of the monumental challenge we face in Glasgow, and a gritty determination to meet that challenge. In some ways, small wins over the past few days at Cop26 have given many reasons for Coptimists to remain hopeful.We have seen a global commitment to halt and reverse deforestation by 2030, and to reduce methane emissions by 30% by 2030. This is no small feat. Nature is our most powerful ally, and the 100-plus countries who have committed to ending deforestation represent 85% of our global forests.First Minister of Scotland Nicola Sturgeon also came forward with a \£31m pledge to help developing countries affected by ""loss and damage"" from climate change.The First Minister commented that this money will come from the Scottish Government's \£36m-a-year Climate Justice Fund. The Climate Justice Fund supports decarbonisation projects outside Scotland, in countries like Malawi and Zambia.Scotland is the first nation to pledge funding for vulnerable communities to repair and rebuild from climate-related incidents, such as wild fires and severe floods.Despite some raised eyebrows at the amount which has been pledged, this financial commitment is highly relevant. Some impacts caused by the climate crisis are already unavoidable. Unfortunately, we need to think about mitigation and adaption strategies, as well as how to continue to build resilience. While climate finance is a major theme for this Cop, we are still waiting for other richer nations to come forward with higher levels of both ambition and action. There is clearly a cost of this inaction. As Barbados Prime Minister Mia Mottley explained in her opening address: ""The failure to create financial loss and damage is measured by [ ] lives and livelihoods of our communities. This is immoral and it is unjust."" Notably, this same question of justice has been inextricably woven into climate negotiations this week. In his address to world leaders, Sir David Attenborough declared that ""this story is one of inequality as well as instability. Today those who have done the least to cause this problem have been the hardest hit"". Ms Sturgeon echoed Sir David's sentiment, commenting that: ""Scotland continues to proudly support nations which - despite having done the least to cause climate change - are already suffering its impact.""What strikes me about the First Minister's words, as well as the conference itself, is this sense of national purpose and pride.In an interview before the conference, Ms Sturgeon talks about wanting Scotland to ""lead by example"", positing this idea of ""small countries"" harnessing ""big vision"". Although we must recognise that we cannot solve this crisis without contributions from bigger countries too, small countries can clearly be entrepreneurial and creative in finding solutions and opportunities.On both an individual and corporate level, there is often a problem of people feeling ""too small"" to make a difference in the face of climate crisis. However, we can still play an important role - however small - in our collective efforts to address this global challenge. There is undoubtedly an exciting role for small countries to play as pioneers of innovation.Northern Ireland has an opportunity to show the rest of the world that we are not too small to make a difference.We talk a lot about the race to net zero emissions by 2050, and Northern Ireland is losing this race. We do not have a Climate Bill with legally binding emission targets, and we have the least protected environment in the UK and Ireland.We need to flex our muscles in Northern Ireland, and position ourselves as part of the solution to the climate crisis, rather than part of the problem. Our political leaders need to dramatically raise our ambition, and come together through strong, meaningful partnerships to restore our planet.What better national narrative for our leaders to unite around than solving the climate crisis? What better political mission for our leaders to push than securing a better future for humanity? What better legacy for our leaders to leave than the creation of a fairer, more sustainable world?As Sir David points out, the solutions are already there. We know how to stop climate change, and how to reverse it. This is a question of political will.Some groups in Northern Ireland underestimate whether we can achieve net zero at the same time as the rest of the UK.I would argue that we do not have a choice. We need to act as if the future of humanity depended on it. Because it does.Rosalind Skillen is a climate activist from Belfast and member of the Future Leaders Network delegation\l"
"COP26","Ireland","COP26_Ireland372","UN chief says hopes 'unfulfilled' by climate agreements at G20 summit","October 31, 2021 Sunday 5:41 PM GMT","BreakingNews.ie","UN secretary-general Antonio Guterres gave a mixed verdict on the climate change agreements reached at the Group of 20 summit, saying he hopes for more ambitious commitments to be made at the United Nations climate conference in Glasgow.G20 leaders agreed during their two-day meeting in Rome on ending financing for new overseas coal plants but did not set a specific year for achieving net-zero greenhouse gas emissions.The Group of Seven rich democracies have set 2050 for achieving that goal, while G20 members China, Russia and Saudi Arabia have set 2060.""I leave Rome with my hopes unfulfilled, but at least they are not buried,"" Mr Guterres tweeted.""Onwards to #Cop26 in Glasgow to keep the goal of 1.5 degrees alive and to implement promises on finance and adaptation for people & planet.""Mr Guterres told the G20 that ""greater ambition"" in reducing greenhouse gas emissions was needed to put the world on a path to hold the global average temperature increase to 1.5C (2.7F) by the end of the century.The difference might seem slight, but the UN's scientific committee has underl"
"COP26","Ireland","COP26_Ireland373","Pomp and celebrity of Cop summit detract from progress, say experts","Irish Examiner"," ","Experts have suggested the ""pomp and celebrity"" of annual Cop global climate summits detract from the ability to make focused progress and that they should be held every second year instead.Speaking at a webinar hosted by the Institute of International & European Affairs and ESB, experts reflected on , held in Glasgow last month, and lessons learned going forward.Connie Hedegaard, former European commissioner for climate action, proposed that the large-scale climate summ it should only be held every second year in future.""It's time to rethink the Cop system slightly,"" she said. ""It is so good that they mobilise people but it also creates false expectations that each year something fantastic and new can be delivered, and that is unfortunately not the way the UN system works.""Ms Hedegaard proposed that every second year should be a smaller-scale event, focused on a single issue such as adaption, loss and damage, or financing, which are problems so ""big and complicated that they do not get the attention that they deserve at each Cop"".Sin\'e9ad Walsh, climate director with the Department of Foreign Affairs, agreed that ""maybe we don't need to have the big hullabaloo every year"".She pointed out the extensive resources needed to prepare Ireland's heads of State for annual speeches and negotiations.However, Dr Walsh said the annual pressure to appear at Cop is often what pushes states to ""go further"" than they would otherwise.Dr Walsh also highlighted that the visibility of Cop as a meeting of world leaders is a huge driver of domestic climate action.""We have to remember that a big benefit of Cop is the conversation that it generates back home,"" she said. ""Climate action will take place in domestic contexts in domestic political arenas and that's a 12-month challenge for all of us, it doesn't just happen in the two weeks of Cop.""Alicia O'Sullivan, a law student and Quercus scholar in University College Cork who represented UCC and World YMCA at , also supported the idea of a variation on the ""chaotic"" and ""unfocused"" climate summit. ""Trying to do everything at once can lead to confusion and people leaving Cop with 600 different variations of what happened,"" she said.""I think public participation, and civil society being there in some respect physically, absolutely has to happen, but I also think that to focus and to create solutions to the real hard-hitting problems you do have to have a scale back. I think we were just trying to do everything at once, and I think it became unfocused.""\l"
