1 		  CLIMATE 	38 	  	1202767 	0.00 	8.01 	
2 		  DURBAN 	36 	  	146194 	0.02 	10.97 	
3 		  CONFERENCE 	30 	  	1752286 	0.00 	7.13 	
4 		  CHANGE 	29 	  	4516379 	0.00 	5.71 	
5 		  PARTIES 	27 	  	1475433 	0.00 	7.22 	
6 		  CITES 	15 	  	63456 	0.02 	10.91 	
7 		  MEETING 	9 	  	2894214 	0.00 	4.67 	
8 		  SINCE 	9 	  	7826208 	0.00 	3.23 	
9 		  SUMMIT 	8 	  	532400 	0.00 	6.94 	
10 		  SOUTH 	8 	  	4820837 	0.00 	3.76 	
11 		  TAGS 	6 	  	109517 	0.01 	8.80 	
12 		  2011 	6 	  	1228605 	0.00 	5.32 	
13 		  AHEAD 	6 	  	2198744 	0.00 	4.48 	
14 		  OUTCOME 	5 	  	476525 	0.00 	6.42 	
15 		  AFRICA 	5 	  	2557766 	0.00 	4.00 	
16 		  HELD 	5 	  	2998712 	0.00 	3.77 	
17 		  UNFCCC 	4 	  	5068 	0.08 	12.65 	
18 		  TALKS 	4 	  	952802 	0.00 	5.10 	
19 		  NATIONS 	4 	  	1122534 	0.00 	4.86 	
20 		  KNOWN 	4 	  	2725592 	0.00 	3.58 	
21 		  COUNTRIES 	4 	  	2891608 	0.00 	3.50 	
22 		  DELEGATES 	3 	  	165834 	0.00 	7.21 	
23 		  DELEGATION 	3 	  	206184 	0.00 	6.89 	
24 		  HOSTING 	3 	  	272464 	0.00 	6.49 	
25 		  CONVENTION 	3 	  	405305 	0.00 	5.92 	
26 		  PROPOSAL 	3 	  	597362 	0.00 	5.36 	
27 		  SUCCESSFUL 	3 	  	1195428 	0.00 	4.36 	
28 		  AFRICAN 	3 	  	1563834 	0.00 	3.97 	
29 		  TRADE 	3 	  	2397848 	0.00 	3.35 	
30 		  MAITE 	2 	  	1827 	0.11 	13.12 	
31 		  ENVIRONMENTALISTS 	2 	  	34917 	0.01 	8.87 	
32 		  SHOWCASING 	2 	  	88949 	0.00 	7.52 	
33 		  RESOLUTIONS 	2 	  	96466 	0.00 	7.40 	
34 		  DURATION 	2 	  	148495 	0.00 	6.78 	
35 		  ATTENDING 	2 	  	321376 	0.00 	5.67 	
36 		  HOSTS 	2 	  	329245 	0.00 	5.63 	
37 		  HUB 	2 	  	336401 	0.00 	5.60 	
38 		  SESSIONS 	2 	  	407217 	0.00 	5.32 	
39 		  NEGOTIATIONS 	2 	  	414928 	0.00 	5.30 	
40 		  LEGACY 	2 	  	421551 	0.00 	5.27 	
41 		  BRAZIL 	2 	  	467317 	0.00 	5.13 	
42 		  SUBMIT 	2 	  	480163 	0.00 	5.09 	
43 		  MINISTERS 	2 	  	516964 	0.00 	4.98 	
44 		  AWARENESS 	2 	  	615584 	0.00 	4.73 	
45 		  AGRICULTURE 	2 	  	625256 	0.00 	4.71 	
46 		  UN 	2 	  	631318 	0.00 	4.69 	
47 		  UPCOMING 	2 	  	666939 	0.00 	4.61 	
48 		  DEVELOPING 	2 	  	830629 	0.00 	4.30 	
49 		  PRODUCE 	2 	  	909652 	0.00 	4.17 	
50 		  VOICE 	2 	  	962504 	0.00 	4.08 	
51 		  CONCERNED 	2 	  	1006852 	0.00 	4.02 	
52 		  OPENED 	2 	  	1103159 	0.00 	3.89 	
53 		  INCLUDES 	2 	  	1469229 	0.00 	3.47 	
54 		  GREEN 	2 	  	1475899 	0.00 	3.47 	
55 		  BUILD 	2 	  	1618117 	0.00 	3.33 	
56 		  SUCCESS 	2 	  	1632180 	0.00 	3.32 	
57 		  7 	2 	  	1748082 	0.00 	3.22 	
58 		  BITUMENS 	1 	  	34 	2.94 	17.87 	
59 		  BATHEMBU 	1 	  	37 	2.70 	17.75 	
60 		  INTIATIVES 	1 	  	182 	0.55 	15.45 	
61 		  SIDE-EVENT 	1 	  	204 	0.49 	15.29 	
62 		  HALIGONIANS 	1 	  	489 	0.20 	14.03 	
63 		  JUST-COMPLETED 	1 	  	969 	0.10 	13.04 	
64 		  ESSOP 	1 	  	1364 	0.07 	12.55 	
65 		  MAHOMED 	1 	  	1447 	0.07 	12.46 	
66 		  DIPUO 	1 	  	1499 	0.07 	12.41 	
67 		  GLENMORE 	1 	  	3324 	0.03 	11.26 	
68 		  ICTS 	1 	  	3405 	0.03 	11.23 	
69 		  READIES 	1 	  	6382 	0.02 	10.32 	
70 		  INTER-MINISTERIAL 	1 	  	8873 	0.01 	9.84 	
71 		  SOLAR-POWERED 	1 	  	11729 	0.01 	9.44 	
72 		  DELUSIONAL 	1 	  	17554 	0.01 	8.86 	
73 		  REVISING 	1 	  	18559 	0.01 	8.78 	
74 		  WWF 	1 	  	21681 	0.00 	8.56 	
75 		  ACHIEVABLE 	1 	  	31451 	0.00 	8.02 	
76 		  DLAMINI 	1 	  	34290 	0.00 	7.89 	
77 		  NEGOTIATORS 	1 	  	37900 	0.00 	7.75 	
78 		  SURROUNDS 	1 	  	39164 	0.00 	7.70 	
79 		  SATURDAYS 	1 	  	40634 	0.00 	7.65 	
80 		  FLORA 	1 	  	41083 	0.00 	7.63 	
81 		  COINCIDED 	1 	  	41261 	0.00 	7.63 	
82 		  TURBINES 	1 	  	47460 	0.00 	7.43 	
83 		  DOHA 	1 	  	48029 	0.00 	7.41 	
84 		  DELIBERATIONS 	1 	  	48233 	0.00 	7.40 	
85 		  FRIDAYS 	1 	  	53643 	0.00 	7.25 	
86 		  DOOMED 	1 	  	53790 	0.00 	7.25 	
87 		  GENERATOR 	1 	  	55303 	0.00 	7.21 	
88 		  ADAMANT 	1 	  	55901 	0.00 	7.19 	
89 		  GASES 	1 	  	61613 	0.00 	7.05 	
90 		  LASTLY 	1 	  	62984 	0.00 	7.02 	
91 		  REVOKED 	1 	  	71457 	0.00 	6.84 	
92 		  UNIFORMS 	1 	  	71620 	0.00 	6.83 	
93 		  TOPPING 	1 	  	72636 	0.00 	6.81 	
94 		  NOTWITHSTANDING 	1 	  	72964 	0.00 	6.81 	
95 		  AWAIT 	1 	  	80855 	0.00 	6.66 	
96 		  SEMINAR 	1 	  	85931 	0.00 	6.57 	
97 		  NORWEGIAN 	1 	  	88940 	0.00 	6.52 	
98 		  NEGOTIATION 	1 	  	90328 	0.00 	6.50 	
99 		  ARRIVALS 	1 	  	92418 	0.00 	6.46 	
100 		  URGENTLY 	1 	  	93815 	0.00 	6.44 	
