1 		  ) 	16 	  	43067744 	0.00 	3.27 	
2 		  ( 	15 	  	42632855 	0.00 	3.20 	
3 		  PARTIES 	12 	  	1475433 	0.00 	7.73 	
4 		  LIMA 	11 	  	66367 	0.02 	12.08 	
5 		  CLIMATE 	8 	  	1202767 	0.00 	7.44 	
6 		  CONFERENCE 	7 	  	1752286 	0.00 	6.70 	
7 		  BEING 	5 	  	10953382 	0.00 	3.57 	
8 		  UN 	4 	  	631318 	0.00 	7.37 	
9 		  CHANGE 	4 	  	4516379 	0.00 	4.53 	
10 		  PRESIDENT 	4 	  	7555904 	0.00 	3.79 	
11 		  NEGOTIATIONS 	3 	  	414928 	0.00 	7.56 	
12 		  CARBON 	3 	  	493313 	0.00 	7.31 	
13 		  HEADS 	3 	  	522265 	0.00 	7.22 	
14 		  PREPARED 	3 	  	770034 	0.00 	6.66 	
15 		  TALKS 	3 	  	952802 	0.00 	6.36 	
16 		  AGO 	3 	  	3095076 	0.00 	4.66 	
17 		  UNITED 	3 	  	3884550 	0.00 	4.33 	
18 		  NEXT 	3 	  	6538258 	0.00 	3.58 	
19 		  UNDER 	3 	  	7256762 	0.00 	3.43 	
20 		  UNFCCC 	2 	  	5068 	0.04 	13.33 	
21 		  PERU 	2 	  	84167 	0.00 	9.27 	
22 		  FOOTPRINT 	2 	  	135368 	0.00 	8.59 	
23 		  INDIGENOUS 	2 	  	456278 	0.00 	6.83 	
24 		  DISCUSSED 	2 	  	489790 	0.00 	6.73 	
25 		  PARTICIPANTS 	2 	  	597219 	0.00 	6.45 	
26 		  PARIS 	2 	  	677071 	0.00 	6.27 	
27 		  EXPRESSED 	2 	  	1106311 	0.00 	5.56 	
28 		  OPPOSITION 	2 	  	1208603 	0.00 	5.43 	
29 		  CONSIDERED 	2 	  	1243692 	0.00 	5.39 	
30 		  CANADIAN 	2 	  	1337338 	0.00 	5.28 	
31 		  CONCERNS 	2 	  	1377251 	0.00 	5.24 	
32 		  CALLED 	2 	  	3855663 	0.00 	3.76 	
33 		  USED 	2 	  	5374604 	0.00 	3.28 	
34 		  PARNHAM 	1 	  	539 	0.19 	15.56 	
35 		  REDD+ 	1 	  	1781 	0.06 	13.84 	
36 		  METTLE 	1 	  	16921 	0.01 	10.59 	
37 		  UNDERLINE 	1 	  	18372 	0.01 	10.47 	
38 		  SUMMITS 	1 	  	22092 	0.00 	10.20 	
39 		  SUPERFICIAL 	1 	  	26816 	0.00 	9.92 	
40 		  DEFORESTATION 	1 	  	35167 	0.00 	9.53 	
41 		  BOOMERS 	1 	  	38110 	0.00 	9.42 	
42 		  ON-GOING 	1 	  	44739 	0.00 	9.18 	
43 		  PUNCHES 	1 	  	54738 	0.00 	8.89 	
44 		  OBSESSED 	1 	  	82725 	0.00 	8.30 	
45 		  U.N 	1 	  	101757 	0.00 	8.00 	
46 		  RECKLESS 	1 	  	102312 	0.00 	7.99 	
47 		  TURNAROUND 	1 	  	102565 	0.00 	7.99 	
48 		  TRANSLATED 	1 	  	103844 	0.00 	7.97 	
49 		  NAN 	1 	  	146713 	0.00 	7.47 	
50 		  VACATION 	1 	  	152656 	0.00 	7.41 	
51 		  MEDALS 	1 	  	161139 	0.00 	7.34 	
52 		  INEVITABLE 	1 	  	175782 	0.00 	7.21 	
53 		  DELEGATION 	1 	  	206184 	0.00 	6.98 	
54 		  REMEMBERED 	1 	  	211137 	0.00 	6.95 	
55 		  PLEADED 	1 	  	278117 	0.00 	6.55 	
56 		  PRESIDENCY 	1 	  	319343 	0.00 	6.35 	
