53 		  FORTHCOMING 	2 	  	149116 	0.00 	5.65 	
54 		  CONSISTS 	2 	  	153809 	0.00 	5.60 	
55 		  COMMITMENTS 	2 	  	178977 	0.00 	5.38 	
56 		  MUHAMMADU 	2 	  	214619 	0.00 	5.12 	
57 		  SEGMENTS 	2 	  	237121 	0.00 	4.98 	
58 		  EVE 	2 	  	241631 	0.00 	4.95 	
59 		  PREMISES 	2 	  	254933 	0.00 	4.87 	
60 		  UNDERWAY 	2 	  	258429 	0.00 	4.85 	
61 		  MAINSTREAM 	2 	  	267152 	0.00 	4.81 	
62 		  OPENS 	2 	  	290715 	0.00 	4.68 	
63 		  DISTRIBUTED 	2 	  	310462 	0.00 	4.59 	
64 		  STABILITY 	2 	  	344244 	0.00 	4.44 	
65 		  SO-CALLED 	2 	  	351726 	0.00 	4.41 	
66 		  PREPARING 	2 	  	363006 	0.00 	4.36 	
67 		  HOSTED 	2 	  	379491 	0.00 	4.30 	
68 		  TURKEY 	2 	  	478759 	0.00 	3.96 	
69 		  DISCUSSED 	2 	  	489790 	0.00 	3.93 	
70 		  MEETINGS 	2 	  	574426 	0.00 	3.70 	
71 		  BUHARI 	2 	  	608834 	0.00 	3.62 	
72 		  NOV 	2 	  	634193 	0.00 	3.56 	
73 		  LARGELY 	2 	  	685922 	0.00 	3.45 	
74 		  PRESENTED 	2 	  	797510 	0.00 	3.23 	
75 		  COMMITMENT 	2 	  	801928 	0.00 	3.22 	
76 		  GOVERNMENTS 	2 	  	852858 	0.00 	3.13 	
77 		  DJERI-ALASSANI 	1 	  	10 	10.00 	18.51 	
78 		  CONFEENCE 	1 	  	14 	7.14 	18.03 	
79 		  MARAKECH 	1 	  	24 	4.17 	17.25 	
80 		  MAHLUNG 	1 	  	82 	1.22 	15.48 	
81 		  PRESIDENT-DESIGNATE 	1 	  	352 	0.28 	13.37 	
82 		  PRE-2020 	1 	  	762 	0.13 	12.26 	
83 		  7-18 	1 	  	902 	0.11 	12.02 	
84 		  SUBSOIL 	1 	  	1725 	0.06 	11.08 	
85 		  GENDER-BALANCED 	1 	  	1769 	0.06 	11.04 	
86 		  LOW-EMISSIONS 	1 	  	1860 	0.05 	10.97 	
87 		  CLIMATE-CHANGE 	1 	  	7169 	0.01 	9.03 	
88 		  H.E 	1 	  	10454 	0.01 	8.48 	
89 		  SHORTHAND 	1 	  	12034 	0.01 	8.28 	
90 		  VIDE 	1 	  	12689 	0.01 	8.20 	
91 		  BATTLEGROUNDS 	1 	  	12859 	0.01 	8.18 	
92 		  TWELFTH 	1 	  	12880 	0.01 	8.18 	
93 		  OPPORTUNE 	1 	  	14353 	0.01 	8.02 	
94 		  197 	1 	  	14408 	0.01 	8.02 	
95 		  CONVENING 	1 	  	14491 	0.01 	8.01 	
96 		  APA 	1 	  	16023 	0.01 	7.87 	
97 		  SPRINGBOARD 	1 	  	18677 	0.01 	7.64 	
98 		  TOGO 	1 	  	20361 	0.00 	7.52 	
99 		  SUMMITS 	1 	  	22092 	0.00 	7.40 	
100 		  DELEGATIONS 	1 	  	22122 	0.00 	7.40 	
